"Rk▲","Team","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Year","Num_Teams"
NA,"New York Knicks*",40.4,84.7,0.477,2.5,7.5,0.325,18.3,25,0.734,14.5,30.4,44.8,26,7.7,4.7,15.1,23.2,101.6,1992,27
NA,"Orlando Magic",39.3,86.6,0.453,2.4,7.4,0.324,20.6,27.7,0.746,14.3,28.4,42.7,21.9,7.8,4.5,16.9,24.1,101.6,1992,27
NA,"Minnesota Timberwolves",41,89.5,0.458,1.5,4.8,0.32,16.8,22.6,0.743,14.2,26.4,40.7,24.7,7.5,6.4,14.1,22.8,100.5,1992,27
NA,"Los Angeles Lakers*",38.8,85.1,0.456,1.5,5.4,0.267,21.3,27.8,0.766,14.1,26.8,40.9,22,9.2,4.9,13.3,18.8,100.4,1992,27
NA,"Denver Nuggets",39.8,90,0.442,1.5,5.1,0.301,18.6,25.2,0.738,16.5,28.7,45.1,18.9,9.4,5.6,17.6,24.2,99.7,1992,27
NA,"Detroit Pistons*",38.9,83.7,0.465,2,6.4,0.314,19.1,25.7,0.743,14.8,29.5,44.3,23.2,6.7,4.4,14.8,20.1,98.9,1992,27
NA,"Dallas Mavericks",38,86.6,0.439,3.3,9.7,0.336,18.3,24.4,0.75,14.6,29.7,44.3,19.9,6.5,4.3,14.7,22.8,97.6,1992,27
NA,"League Average",41.3,87.3,0.472,2.5,7.6,0.331,20.2,26.7,0.759,14.4,29.3,43.7,24.5,8.6,5.5,15.6,22.2,105.3,1992,27
NA,"Phoenix Suns*",42.6,86.5,0.493,4.9,13.4,0.363,23.3,31,0.753,13.9,30.6,44.5,25.5,9.2,5.5,16.6,21.2,113.4,1993,27
NA,"Charlotte Hornets*",42.8,87.9,0.487,2.1,6.5,0.326,22.3,29,0.771,13.4,30.6,43.9,26.4,7.8,5.8,16.2,21.8,110.1,1993,27
NA,"Golden State Warriors",42.4,88,0.482,3.6,10.4,0.35,21.6,30.1,0.717,14.9,29.1,43.9,24.5,8.5,4.7,17.7,25.1,109.9,1993,27
NA,"Portland Trail Blazers*",41,89.5,0.458,3.4,10.3,0.326,23.2,31.1,0.745,15,30.6,45.5,24,9.4,5.2,14.8,23.1,108.5,1993,27
NA,"Seattle SuperSonics*",42.4,87.1,0.486,2.7,7.4,0.357,21,27.5,0.761,14.9,27.5,42.4,23.2,11.5,5,15.5,24,108.3,1993,27
NA,"Sacramento Kings",41,88.6,0.463,3.2,9.6,0.332,22.7,29.8,0.762,13.9,27.8,41.7,25.3,9.4,4.2,16.6,25.4,107.9,1993,27
NA,"Indiana Pacers*",41.1,85.6,0.48,3.1,9.6,0.326,22.4,29.3,0.766,14.9,29.9,44.8,26.1,7.5,4.9,15.3,24.9,107.8,1993,27
NA,"Cleveland Cavaliers*",41.8,84,0.497,3.5,9,0.381,20.7,25.8,0.802,11.3,30.4,41.8,28.6,7.5,6.5,13.7,19.3,107.7,1993,27
NA,"Atlanta Hawks*",41.4,88.7,0.466,4.7,13.1,0.355,20.1,27.1,0.742,15.7,28.6,44.3,25.4,9.8,3.4,16.3,22,107.5,1993,27
NA,"Los Angeles Clippers*",43.2,89.4,0.484,1.6,6,0.271,19,26.5,0.718,14.4,28.8,43.2,27.3,10.3,6,16.3,23.4,107.1,1993,27
NA,"Utah Jazz*",40.7,83.3,0.489,1.6,5,0.314,23.3,30.4,0.766,12.7,30,42.7,26.5,9.1,4.2,15.5,24,106.2,1993,27
NA,"Orlando Magic",39.7,81.8,0.486,3.9,10.8,0.357,22.2,30.4,0.73,12.7,31.3,44,23.8,6.6,5.7,17.4,23.5,105.5,1993,27
NA,"San Antonio Spurs*",40.4,82.5,0.49,2.9,8.4,0.341,21.9,28.6,0.765,11.2,31,42.2,24.5,7.1,6.3,15,22.5,105.5,1993,27
NA,"Chicago Bulls*",42.4,87.9,0.482,3,8.2,0.365,17.5,23.8,0.733,15.7,27.8,43.6,26,9.5,5,13.5,22,105.2,1993,27
